question_id,db_id,difficulty,question_type,signals
534,codebase_community,simple,aggregate,aggregate_function:MAX
535,codebase_community,simple,aggregate,aggregate_function:COUNT
536,codebase_community,simple,aggregate,aggregate_function:COUNT
537,codebase_community,simple,aggregate,aggregate_function:COUNT
538,codebase_community,simple,retrieval,no_aggregate_keywords
539,codebase_community,simple,retrieval,no_aggregate_keywords
540,codebase_community,simple,retrieval,no_aggregate_keywords
541,codebase_community,simple,retrieval,no_aggregate_keywords
542,codebase_community,simple,aggregate,aggregate_function:SUM
543,codebase_community,simple,aggregate,aggregate_function:MAX
544,codebase_community,moderate,retrieval,no_aggregate_keywords
545,codebase_community,simple,aggregate,aggregate_function:COUNT
546,codebase_community,simple,retrieval,no_aggregate_keywords
547,codebase_community,simple,aggregate,aggregate_function:COUNT
548,codebase_community,simple,retrieval,no_aggregate_keywords
549,codebase_community,simple,retrieval,no_aggregate_keywords
550,codebase_community,simple,retrieval,no_aggregate_keywords
551,codebase_community,simple,aggregate,aggregate_function:COUNT
552,codebase_community,simple,retrieval,no_aggregate_keywords
553,codebase_community,simple,aggregate,aggregate_function:COUNT
554,codebase_community,simple,aggregate,aggregate_function:COUNT|group_by
555,codebase_community,simple,aggregate,aggregate_function:AVG
556,codebase_community,simple,aggregate,aggregate_function:COUNT
557,codebase_community,moderate,aggregate,aggregate_function:SUM
558,codebase_community,simple,aggregate,aggregate_function:COUNT
559,codebase_community,simple,aggregate,aggregate_function:COUNT|group_by
560,codebase_community,simple,aggregate,aggregate_function:COUNT
561,codebase_community,simple,retrieval,no_aggregate_keywords
562,codebase_community,simple,aggregate,aggregate_function:COUNT
563,codebase_community,moderate,retrieval,no_aggregate_keywords
564,codebase_community,simple,retrieval,no_aggregate_keywords
565,codebase_community,moderate,retrieval,no_aggregate_keywords
566,codebase_community,simple,retrieval,no_aggregate_keywords
567,codebase_community,simple,aggregate,aggregate_function:COUNT
568,codebase_community,simple,retrieval,no_aggregate_keywords
569,codebase_community,simple,aggregate,aggregate_function:COUNT
570,codebase_community,simple,retrieval,no_aggregate_keywords
571,codebase_community,moderate,aggregate,aggregate_function:COUNT
572,codebase_community,moderate,retrieval,no_aggregate_keywords
573,codebase_community,simple,retrieval,no_aggregate_keywords
574,codebase_community,simple,retrieval,no_aggregate_keywords
575,codebase_community,simple,retrieval,no_aggregate_keywords
576,codebase_community,simple,retrieval,no_aggregate_keywords
577,codebase_community,simple,retrieval,no_aggregate_keywords
578,codebase_community,moderate,retrieval,no_aggregate_keywords
579,codebase_community,simple,retrieval,no_aggregate_keywords
580,codebase_community,simple,retrieval,no_aggregate_keywords
581,codebase_community,moderate,retrieval,no_aggregate_keywords
582,codebase_community,simple,retrieval,no_aggregate_keywords
583,codebase_community,simple,aggregate,aggregate_function:SUM|group_by
584,codebase_community,moderate,retrieval,no_aggregate_keywords
585,codebase_community,simple,aggregate,aggregate_function:SUM
586,codebase_community,challenging,retrieval,no_aggregate_keywords
587,codebase_community,moderate,aggregate,aggregate_function:AVG|group_by
588,codebase_community,simple,aggregate,aggregate_function:COUNT
589,codebase_community,simple,aggregate,aggregate_function:MAX
590,codebase_community,simple,aggregate,aggregate_function:MIN
591,codebase_community,simple,aggregate,aggregate_function:COUNT
592,codebase_community,simple,aggregate,aggregate_function:COUNT|group_by
593,codebase_community,simple,aggregate,aggregate_function:COUNT
594,codebase_community,simple,retrieval,no_aggregate_keywords
595,codebase_community,moderate,aggregate,aggregate_function:COUNT|group_by|having
596,codebase_community,simple,aggregate,aggregate_function:COUNT|group_by
597,codebase_community,simple,aggregate,aggregate_function:COUNT
598,codebase_community,challenging,aggregate,aggregate_function:SUM
599,codebase_community,simple,aggregate,aggregate_function:COUNT
600,codebase_community,simple,retrieval,no_aggregate_keywords
601,codebase_community,simple,retrieval,no_aggregate_keywords
602,codebase_community,simple,retrieval,no_aggregate_keywords
603,codebase_community,simple,aggregate,aggregate_function:SUM
604,codebase_community,moderate,aggregate,aggregate_function:AVG|group_by|having
605,codebase_community,simple,aggregate,aggregate_function:COUNT
606,codebase_community,simple,retrieval,no_aggregate_keywords
607,codebase_community,simple,aggregate,aggregate_function:COUNT
608,codebase_community,simple,retrieval,no_aggregate_keywords
609,codebase_community,simple,aggregate,aggregate_function:COUNT
610,codebase_community,simple,retrieval,no_aggregate_keywords
611,codebase_community,simple,retrieval,no_aggregate_keywords
612,codebase_community,simple,retrieval,no_aggregate_keywords
613,codebase_community,simple,retrieval,no_aggregate_keywords
614,codebase_community,simple,aggregate,aggregate_function:COUNT
615,codebase_community,moderate,aggregate,aggregate_function:SUM
616,codebase_community,simple,retrieval,no_aggregate_keywords
617,codebase_community,simple,retrieval,no_aggregate_keywords
618,codebase_community,simple,retrieval,no_aggregate_keywords
619,codebase_community,simple,aggregate,aggregate_function:COUNT
620,codebase_community,simple,retrieval,no_aggregate_keywords
621,codebase_community,simple,aggregate,aggregate_function:MIN
622,codebase_community,simple,retrieval,no_aggregate_keywords
623,codebase_community,simple,aggregate,aggregate_function:COUNT
624,codebase_community,simple,retrieval,no_aggregate_keywords
625,codebase_community,simple,aggregate,aggregate_function:COUNT
626,codebase_community,simple,aggregate,aggregate_function:COUNT
627,codebase_community,simple,aggregate,aggregate_function:COUNT
628,codebase_community,simple,aggregate,aggregate_function:MAX
629,codebase_community,simple,aggregate,aggregate_function:SUM
630,codebase_community,simple,retrieval,no_aggregate_keywords
631,codebase_community,simple,aggregate,aggregate_function:COUNT
632,codebase_community,simple,aggregate,aggregate_function:COUNT
633,codebase_community,moderate,retrieval,no_aggregate_keywords
634,codebase_community,challenging,aggregate,aggregate_function:SUM|group_by
635,codebase_community,moderate,aggregate,aggregate_function:COUNT|group_by|having
636,codebase_community,simple,aggregate,aggregate_function:COUNT
637,codebase_community,moderate,retrieval,no_aggregate_keywords
638,codebase_community,simple,retrieval,no_aggregate_keywords
639,codebase_community,challenging,aggregate,aggregate_function:SUM
640,codebase_community,moderate,aggregate,aggregate_function:SUM
641,codebase_community,simple,aggregate,aggregate_function:COUNT
642,codebase_community,simple,aggregate,aggregate_function:COUNT
643,codebase_community,simple,aggregate,aggregate_function:MAX
644,codebase_community,simple,retrieval,no_aggregate_keywords
645,codebase_community,simple,aggregate,aggregate_function:COUNT
646,codebase_community,simple,retrieval,no_aggregate_keywords
647,codebase_community,simple,retrieval,no_aggregate_keywords
648,codebase_community,simple,retrieval,no_aggregate_keywords
649,codebase_community,simple,retrieval,no_aggregate_keywords
650,codebase_community,simple,retrieval,no_aggregate_keywords
651,codebase_community,simple,retrieval,no_aggregate_keywords
652,codebase_community,moderate,retrieval,no_aggregate_keywords
653,codebase_community,simple,retrieval,no_aggregate_keywords
654,codebase_community,moderate,retrieval,no_aggregate_keywords
655,codebase_community,simple,retrieval,no_aggregate_keywords
656,codebase_community,simple,retrieval,no_aggregate_keywords
657,codebase_community,moderate,retrieval,no_aggregate_keywords
658,codebase_community,simple,retrieval,no_aggregate_keywords
659,codebase_community,simple,aggregate,aggregate_function:COUNT
660,codebase_community,simple,aggregate,aggregate_function:MAX
661,codebase_community,simple,aggregate,aggregate_function:MAX
662,codebase_community,simple,aggregate,aggregate_function:COUNT
663,codebase_community,simple,aggregate,aggregate_function:MIN
664,codebase_community,simple,aggregate,aggregate_function:SUM
665,codebase_community,moderate,aggregate,aggregate_function:COUNT
666,codebase_community,simple,retrieval,no_aggregate_keywords
667,codebase_community,simple,retrieval,no_aggregate_keywords
668,codebase_community,simple,aggregate,aggregate_function:COUNT|group_by
669,codebase_community,simple,retrieval,no_aggregate_keywords
670,codebase_community,simple,retrieval,no_aggregate_keywords
671,codebase_community,simple,retrieval,no_aggregate_keywords
672,codebase_community,moderate,aggregate,aggregate_function:COUNT
673,codebase_community,simple,aggregate,aggregate_function:AVG
674,codebase_community,simple,aggregate,aggregate_function:MAX
675,codebase_community,simple,aggregate,aggregate_function:COUNT
676,codebase_community,simple,retrieval,no_aggregate_keywords
677,codebase_community,simple,aggregate,aggregate_function:COUNT
678,codebase_community,simple,retrieval,no_aggregate_keywords
679,codebase_community,simple,retrieval,no_aggregate_keywords
680,codebase_community,simple,aggregate,aggregate_function:AVG
681,codebase_community,simple,retrieval,no_aggregate_keywords
682,codebase_community,moderate,retrieval,no_aggregate_keywords
683,codebase_community,moderate,aggregate,aggregate_function:SUM
684,codebase_community,simple,aggregate,aggregate_function:SUM
685,codebase_community,moderate,retrieval,no_aggregate_keywords
686,codebase_community,simple,aggregate,aggregate_function:AVG
687,codebase_community,simple,aggregate,aggregate_function:COUNT|group_by
688,codebase_community,simple,aggregate,aggregate_function:COUNT
689,codebase_community,simple,retrieval,no_aggregate_keywords
690,codebase_community,simple,retrieval,no_aggregate_keywords
691,codebase_community,simple,aggregate,aggregate_function:COUNT
692,codebase_community,moderate,retrieval,no_aggregate_keywords
693,codebase_community,simple,aggregate,aggregate_function:COUNT
694,codebase_community,moderate,retrieval,no_aggregate_keywords
695,codebase_community,simple,aggregate,aggregate_function:COUNT
696,codebase_community,simple,aggregate,aggregate_function:COUNT
697,codebase_community,simple,retrieval,no_aggregate_keywords
698,codebase_community,simple,retrieval,no_aggregate_keywords
699,codebase_community,simple,retrieval,no_aggregate_keywords
700,codebase_community,simple,aggregate,aggregate_function:COUNT
701,codebase_community,challenging,aggregate,aggregate_function:SUM
702,codebase_community,simple,aggregate,aggregate_function:COUNT
703,codebase_community,simple,aggregate,aggregate_function:COUNT
704,codebase_community,simple,retrieval,no_aggregate_keywords
705,codebase_community,simple,retrieval,no_aggregate_keywords
706,codebase_community,simple,retrieval,no_aggregate_keywords
707,codebase_community,moderate,retrieval,no_aggregate_keywords
708,codebase_community,moderate,retrieval,no_aggregate_keywords
709,codebase_community,simple,aggregate,aggregate_function:COUNT
710,codebase_community,simple,aggregate,aggregate_function:COUNT
711,codebase_community,simple,aggregate,aggregate_function:COUNT
712,codebase_community,simple,retrieval,no_aggregate_keywords
713,codebase_community,simple,retrieval,no_aggregate_keywords
714,codebase_community,simple,retrieval,no_aggregate_keywords
715,codebase_community,simple,retrieval,no_aggregate_keywords
716,codebase_community,moderate,aggregate,aggregate_function:SUM
717,superhero,simple,retrieval,no_aggregate_keywords
718,superhero,simple,aggregate,aggregate_function:COUNT
719,superhero,moderate,aggregate,aggregate_function:COUNT
720,superhero,simple,aggregate,aggregate_function:COUNT|group_by|having
721,superhero,simple,aggregate,aggregate_function:COUNT
722,superhero,simple,retrieval,no_aggregate_keywords
723,superhero,moderate,aggregate,aggregate_function:COUNT
724,superhero,challenging,retrieval,no_aggregate_keywords
725,superhero,simple,aggregate,aggregate_function:COUNT
726,superhero,moderate,retrieval,no_aggregate_keywords
727,superhero,simple,retrieval,no_aggregate_keywords
728,superhero,moderate,aggregate,aggregate_function:COUNT|group_by
729,superhero,simple,aggregate,aggregate_function:AVG
730,superhero,challenging,retrieval,no_aggregate_keywords
731,superhero,simple,aggregate,aggregate_function:COUNT
732,superhero,moderate,retrieval,no_aggregate_keywords
733,superhero,moderate,aggregate,aggregate_function:COUNT
734,superhero,simple,retrieval,no_aggregate_keywords
735,superhero,simple,aggregate,aggregate_function:COUNT
736,superhero,moderate,retrieval,no_aggregate_keywords
737,superhero,simple,retrieval,no_aggregate_keywords
738,superhero,simple,retrieval,no_aggregate_keywords
739,superhero,moderate,retrieval,no_aggregate_keywords
740,superhero,moderate,aggregate,aggregate_function:COUNT
741,superhero,simple,aggregate,aggregate_function:COUNT|group_by
742,superhero,simple,aggregate,aggregate_function:COUNT
743,superhero,challenging,aggregate,aggregate_function:COUNT
744,superhero,challenging,aggregate,aggregate_function:SUM
745,superhero,simple,retrieval,no_aggregate_keywords
746,superhero,simple,aggregate,aggregate_function:AVG
747,superhero,simple,aggregate,aggregate_function:COUNT
748,superhero,simple,retrieval,no_aggregate_keywords
749,superhero,simple,retrieval,no_aggregate_keywords
750,superhero,simple,aggregate,aggregate_function:AVG
751,superhero,moderate,retrieval,no_aggregate_keywords
752,superhero,simple,retrieval,no_aggregate_keywords
753,superhero,moderate,retrieval,no_aggregate_keywords
754,superhero,simple,retrieval,no_aggregate_keywords
755,superhero,simple,retrieval,no_aggregate_keywords
756,superhero,simple,aggregate,aggregate_function:COUNT
757,superhero,simple,retrieval,no_aggregate_keywords
758,superhero,moderate,retrieval,no_aggregate_keywords
759,superhero,simple,retrieval,no_aggregate_keywords
760,superhero,challenging,aggregate,aggregate_function:COUNT
761,superhero,moderate,aggregate,aggregate_function:AVG
762,superhero,simple,aggregate,aggregate_function:COUNT|group_by
763,superhero,simple,retrieval,no_aggregate_keywords
764,superhero,simple,retrieval,no_aggregate_keywords
765,superhero,simple,aggregate,aggregate_function:COUNT
766,superhero,moderate,retrieval,no_aggregate_keywords
767,superhero,simple,aggregate,aggregate_function:COUNT
768,superhero,simple,aggregate,aggregate_function:COUNT
769,superhero,challenging,retrieval,no_aggregate_keywords
770,superhero,simple,retrieval,no_aggregate_keywords
771,superhero,simple,retrieval,no_aggregate_keywords
772,superhero,challenging,retrieval,no_aggregate_keywords
773,superhero,challenging,retrieval,no_aggregate_keywords
774,superhero,simple,retrieval,no_aggregate_keywords
775,superhero,challenging,aggregate,aggregate_function:COUNT
776,superhero,simple,retrieval,no_aggregate_keywords
777,superhero,simple,retrieval,no_aggregate_keywords
778,superhero,simple,retrieval,no_aggregate_keywords
779,superhero,simple,aggregate,aggregate_function:COUNT
780,superhero,simple,retrieval,no_aggregate_keywords
781,superhero,simple,retrieval,no_aggregate_keywords
782,superhero,moderate,retrieval,no_aggregate_keywords
783,superhero,simple,retrieval,no_aggregate_keywords
784,superhero,simple,retrieval,no_aggregate_keywords
785,superhero,simple,retrieval,no_aggregate_keywords
786,superhero,moderate,aggregate,aggregate_function:COUNT
787,superhero,simple,retrieval,no_aggregate_keywords
788,superhero,challenging,aggregate,aggregate_function:COUNT
789,superhero,simple,aggregate,aggregate_function:SUM
790,superhero,moderate,retrieval,no_aggregate_keywords
791,superhero,simple,aggregate,aggregate_function:SUM
792,superhero,simple,retrieval,no_aggregate_keywords
793,superhero,simple,aggregate,aggregate_function:COUNT
794,superhero,moderate,retrieval,no_aggregate_keywords
795,superhero,simple,aggregate,aggregate_function:COUNT
796,superhero,moderate,retrieval,no_aggregate_keywords
797,superhero,moderate,retrieval,no_aggregate_keywords
798,superhero,moderate,retrieval,no_aggregate_keywords
799,superhero,simple,aggregate,aggregate_function:COUNT
800,superhero,moderate,aggregate,aggregate_function:COUNT
801,superhero,moderate,aggregate,aggregate_function:COUNT
802,superhero,simple,retrieval,no_aggregate_keywords
803,superhero,simple,retrieval,no_aggregate_keywords
804,superhero,simple,retrieval,no_aggregate_keywords
805,superhero,simple,retrieval,no_aggregate_keywords
806,superhero,simple,retrieval,no_aggregate_keywords
807,superhero,simple,retrieval,no_aggregate_keywords
808,superhero,simple,retrieval,no_aggregate_keywords
809,superhero,simple,retrieval,no_aggregate_keywords
810,superhero,simple,retrieval,no_aggregate_keywords
811,superhero,simple,retrieval,no_aggregate_keywords
812,superhero,simple,retrieval,no_aggregate_keywords
813,superhero,simple,aggregate,aggregate_function:AVG
814,superhero,moderate,retrieval,no_aggregate_keywords
815,superhero,simple,aggregate,aggregate_function:COUNT
816,superhero,simple,retrieval,no_aggregate_keywords
817,superhero,moderate,retrieval,no_aggregate_keywords
818,superhero,challenging,aggregate,aggregate_function:COUNT
819,superhero,challenging,aggregate,aggregate_function:SUM
820,superhero,moderate,retrieval,no_aggregate_keywords
821,superhero,simple,retrieval,no_aggregate_keywords
822,superhero,moderate,aggregate,aggregate_function:COUNT
823,superhero,moderate,aggregate,aggregate_function:COUNT
824,superhero,moderate,retrieval,no_aggregate_keywords
825,superhero,moderate,retrieval,no_aggregate_keywords
826,superhero,simple,retrieval,no_aggregate_keywords
827,superhero,moderate,aggregate,aggregate_function:AVG
828,superhero,simple,aggregate,aggregate_function:COUNT
829,superhero,challenging,aggregate,aggregate_function:SUM
830,superhero,moderate,retrieval,no_aggregate_keywords
831,superhero,simple,retrieval,no_aggregate_keywords
832,superhero,simple,retrieval,no_aggregate_keywords
833,superhero,simple,retrieval,no_aggregate_keywords
834,superhero,challenging,aggregate,aggregate_function:COUNT
835,superhero,challenging,aggregate,aggregate_function:COUNT
836,superhero,simple,aggregate,aggregate_function:COUNT
837,superhero,simple,aggregate,aggregate_function:MIN
838,superhero,simple,retrieval,no_aggregate_keywords
839,superhero,simple,retrieval,no_aggregate_keywords
840,superhero,simple,retrieval,no_aggregate_keywords
841,superhero,simple,retrieval,no_aggregate_keywords
842,superhero,simple,aggregate,aggregate_function:AVG
843,superhero,simple,retrieval,no_aggregate_keywords
844,superhero,simple,retrieval,no_aggregate_keywords
845,superhero,moderate,aggregate,aggregate_function:AVG
846,formula_1,moderate,retrieval,no_aggregate_keywords
847,formula_1,simple,retrieval,no_aggregate_keywords
848,formula_1,simple,retrieval,no_aggregate_keywords
849,formula_1,simple,retrieval,no_aggregate_keywords
850,formula_1,simple,retrieval,no_aggregate_keywords
851,formula_1,simple,retrieval,no_aggregate_keywords
852,formula_1,moderate,aggregate,aggregate_function:COUNT
853,formula_1,simple,retrieval,no_aggregate_keywords
854,formula_1,simple,retrieval,no_aggregate_keywords
855,formula_1,simple,retrieval,no_aggregate_keywords
856,formula_1,simple,retrieval,no_aggregate_keywords
857,formula_1,simple,retrieval,no_aggregate_keywords
858,formula_1,simple,retrieval,no_aggregate_keywords
859,formula_1,simple,retrieval,no_aggregate_keywords
860,formula_1,simple,retrieval,no_aggregate_keywords
861,formula_1,simple,retrieval,no_aggregate_keywords
862,formula_1,simple,aggregate,aggregate_function:COUNT
863,formula_1,simple,retrieval,no_aggregate_keywords
864,formula_1,simple,aggregate,aggregate_function:COUNT
865,formula_1,moderate,retrieval,no_aggregate_keywords
866,formula_1,moderate,retrieval,no_aggregate_keywords
867,formula_1,simple,retrieval,no_aggregate_keywords
868,formula_1,simple,retrieval,no_aggregate_keywords
869,formula_1,moderate,retrieval,no_aggregate_keywords
870,formula_1,simple,retrieval,no_aggregate_keywords
871,formula_1,simple,retrieval,no_aggregate_keywords
872,formula_1,simple,retrieval,no_aggregate_keywords
873,formula_1,simple,retrieval,no_aggregate_keywords
874,formula_1,simple,retrieval,no_aggregate_keywords
875,formula_1,simple,retrieval,no_aggregate_keywords
876,formula_1,simple,aggregate,aggregate_function:COUNT
877,formula_1,moderate,retrieval,no_aggregate_keywords
878,formula_1,simple,retrieval,no_aggregate_keywords
879,formula_1,moderate,retrieval,no_aggregate_keywords
880,formula_1,challenging,aggregate,aggregate_function:SUM
881,formula_1,moderate,aggregate,aggregate_function:COUNT
882,formula_1,simple,retrieval,no_aggregate_keywords
883,formula_1,simple,retrieval,no_aggregate_keywords
884,formula_1,moderate,retrieval,no_aggregate_keywords
885,formula_1,simple,retrieval,no_aggregate_keywords
886,formula_1,simple,aggregate,aggregate_function:COUNT|group_by
887,formula_1,simple,retrieval,no_aggregate_keywords
888,formula_1,simple,retrieval,no_aggregate_keywords
889,formula_1,simple,retrieval,no_aggregate_keywords
890,formula_1,simple,aggregate,aggregate_function:COUNT
891,formula_1,simple,retrieval,no_aggregate_keywords
892,formula_1,moderate,retrieval,no_aggregate_keywords
893,formula_1,simple,retrieval,no_aggregate_keywords
894,formula_1,moderate,retrieval,no_aggregate_keywords
895,formula_1,moderate,aggregate,aggregate_function:AVG
896,formula_1,challenging,aggregate,aggregate_function:COUNT
897,formula_1,moderate,aggregate,aggregate_function:MAX|group_by
898,formula_1,simple,retrieval,no_aggregate_keywords
899,formula_1,moderate,aggregate,aggregate_function:COUNT|group_by|having
900,formula_1,simple,retrieval,no_aggregate_keywords
901,formula_1,simple,retrieval,no_aggregate_keywords
902,formula_1,simple,retrieval,no_aggregate_keywords
903,formula_1,moderate,aggregate,aggregate_function:SUM
904,formula_1,moderate,retrieval,no_aggregate_keywords
905,formula_1,simple,aggregate,aggregate_function:AVG
906,formula_1,moderate,retrieval,no_aggregate_keywords
907,formula_1,simple,retrieval,no_aggregate_keywords
908,formula_1,simple,retrieval,no_aggregate_keywords
909,formula_1,moderate,aggregate,aggregate_function:COUNT
910,formula_1,simple,retrieval,no_aggregate_keywords
911,formula_1,simple,retrieval,no_aggregate_keywords
912,formula_1,simple,retrieval,no_aggregate_keywords
913,formula_1,simple,retrieval,no_aggregate_keywords
914,formula_1,simple,aggregate,aggregate_function:COUNT
915,formula_1,simple,retrieval,no_aggregate_keywords
916,formula_1,simple,retrieval,no_aggregate_keywords
917,formula_1,simple,retrieval,no_aggregate_keywords
918,formula_1,simple,retrieval,no_aggregate_keywords
919,formula_1,simple,retrieval,no_aggregate_keywords
920,formula_1,simple,retrieval,no_aggregate_keywords
921,formula_1,simple,retrieval,no_aggregate_keywords
922,formula_1,simple,retrieval,no_aggregate_keywords
923,formula_1,simple,aggregate,aggregate_function:COUNT
924,formula_1,simple,retrieval,no_aggregate_keywords
925,formula_1,simple,retrieval,no_aggregate_keywords
926,formula_1,simple,retrieval,no_aggregate_keywords
927,formula_1,simple,retrieval,no_aggregate_keywords
928,formula_1,moderate,retrieval,no_aggregate_keywords
929,formula_1,simple,retrieval,no_aggregate_keywords
930,formula_1,simple,retrieval,no_aggregate_keywords
931,formula_1,moderate,retrieval,no_aggregate_keywords
932,formula_1,simple,retrieval,no_aggregate_keywords
933,formula_1,moderate,retrieval,no_aggregate_keywords
934,formula_1,moderate,retrieval,no_aggregate_keywords
935,formula_1,simple,aggregate,aggregate_function:COUNT
936,formula_1,simple,retrieval,no_aggregate_keywords
937,formula_1,simple,retrieval,no_aggregate_keywords
938,formula_1,moderate,retrieval,no_aggregate_keywords
939,formula_1,moderate,aggregate,aggregate_function:COUNT
940,formula_1,moderate,aggregate,aggregate_function:COUNT|group_by|having
941,formula_1,simple,aggregate,aggregate_function:SUM
942,formula_1,moderate,aggregate,aggregate_function:AVG
943,formula_1,moderate,aggregate,aggregate_function:SUM
944,formula_1,challenging,aggregate,aggregate_function:MAX
945,formula_1,simple,aggregate,aggregate_function:COUNT
946,formula_1,simple,retrieval,no_aggregate_keywords
947,formula_1,simple,aggregate,aggregate_function:COUNT
948,formula_1,simple,aggregate,aggregate_function:MAX
949,formula_1,simple,retrieval,no_aggregate_keywords
950,formula_1,simple,retrieval,no_aggregate_keywords
951,formula_1,simple,aggregate,aggregate_function:COUNT|group_by|having
952,formula_1,simple,retrieval,no_aggregate_keywords
953,formula_1,simple,aggregate,aggregate_function:COUNT
954,formula_1,challenging,aggregate,aggregate_function:SUM
955,formula_1,challenging,aggregate,aggregate_function:AVG|group_by|having
956,formula_1,simple,retrieval,no_aggregate_keywords
957,formula_1,simple,aggregate,aggregate_function:COUNT
958,formula_1,moderate,retrieval,no_aggregate_keywords
959,formula_1,simple,retrieval,no_aggregate_keywords
960,formula_1,moderate,aggregate,aggregate_function:AVG
961,formula_1,simple,retrieval,no_aggregate_keywords
962,formula_1,challenging,aggregate,aggregate_function:SUM
963,formula_1,moderate,aggregate,aggregate_function:COUNT
964,formula_1,simple,retrieval,no_aggregate_keywords
965,formula_1,simple,retrieval,no_aggregate_keywords
966,formula_1,simple,aggregate,aggregate_function:COUNT
967,formula_1,simple,aggregate,aggregate_function:COUNT
968,formula_1,simple,retrieval,no_aggregate_keywords
969,formula_1,simple,aggregate,aggregate_function:COUNT
970,formula_1,moderate,retrieval,no_aggregate_keywords
971,formula_1,simple,retrieval,no_aggregate_keywords
972,formula_1,moderate,retrieval,no_aggregate_keywords
973,formula_1,moderate,retrieval,no_aggregate_keywords
974,formula_1,simple,retrieval,no_aggregate_keywords
975,formula_1,simple,retrieval,no_aggregate_keywords
976,formula_1,simple,retrieval,no_aggregate_keywords
977,formula_1,simple,aggregate,aggregate_function:SUM
978,formula_1,simple,retrieval,no_aggregate_keywords
979,formula_1,simple,aggregate,aggregate_function:COUNT|group_by
980,formula_1,moderate,retrieval,no_aggregate_keywords
981,formula_1,moderate,retrieval,no_aggregate_keywords
982,formula_1,simple,aggregate,aggregate_function:COUNT
983,formula_1,simple,retrieval,no_aggregate_keywords
984,formula_1,simple,retrieval,no_aggregate_keywords
985,formula_1,simple,retrieval,no_aggregate_keywords
986,formula_1,simple,retrieval,no_aggregate_keywords
987,formula_1,simple,aggregate,aggregate_function:AVG
988,formula_1,challenging,aggregate,aggregate_function:AVG|group_by
989,formula_1,moderate,retrieval,no_aggregate_keywords
990,formula_1,challenging,retrieval,no_aggregate_keywords
991,formula_1,simple,retrieval,no_aggregate_keywords
992,formula_1,moderate,retrieval,no_aggregate_keywords
993,formula_1,simple,retrieval,no_aggregate_keywords
994,formula_1,challenging,aggregate,aggregate_function:SUM|group_by
995,formula_1,moderate,aggregate,aggregate_function:AVG
996,formula_1,simple,aggregate,aggregate_function:SUM
997,formula_1,simple,aggregate,aggregate_function:COUNT|group_by
998,formula_1,simple,aggregate,aggregate_function:SUM
999,formula_1,simple,retrieval,no_aggregate_keywords
1000,formula_1,simple,retrieval,no_aggregate_keywords
1001,formula_1,challenging,retrieval,no_aggregate_keywords
1002,formula_1,moderate,retrieval,no_aggregate_keywords
1003,formula_1,moderate,aggregate,aggregate_function:COUNT|group_by
1004,formula_1,simple,aggregate,aggregate_function:SUM
1005,formula_1,simple,retrieval,no_aggregate_keywords
1006,formula_1,challenging,retrieval,no_aggregate_keywords
1007,formula_1,simple,retrieval,no_aggregate_keywords
1008,formula_1,simple,retrieval,no_aggregate_keywords
1009,formula_1,simple,retrieval,no_aggregate_keywords
1010,formula_1,simple,retrieval,no_aggregate_keywords
1011,formula_1,challenging,aggregate,aggregate_function:MIN|group_by
1012,formula_1,simple,retrieval,no_aggregate_keywords
1013,formula_1,simple,aggregate,aggregate_function:MIN
1014,formula_1,challenging,aggregate,aggregate_function:MIN
1015,formula_1,moderate,aggregate,aggregate_function:MIN
1016,formula_1,challenging,aggregate,aggregate_function:MIN
1017,formula_1,moderate,retrieval,no_aggregate_keywords
1018,formula_1,simple,aggregate,aggregate_function:AVG
1019,formula_1,moderate,aggregate,aggregate_function:SUM
1020,european_football_2,simple,retrieval,no_aggregate_keywords
1021,european_football_2,simple,retrieval,no_aggregate_keywords
1022,european_football_2,simple,retrieval,no_aggregate_keywords
1023,european_football_2,moderate,aggregate,aggregate_function:COUNT
1024,european_football_2,simple,retrieval,no_aggregate_keywords
1025,european_football_2,moderate,aggregate,aggregate_function:SUM|group_by
1026,european_football_2,moderate,aggregate,aggregate_function:COUNT|group_by
1027,european_football_2,simple,retrieval,no_aggregate_keywords
1028,european_football_2,challenging,aggregate,aggregate_function:COUNT|group_by
1029,european_football_2,moderate,retrieval,no_aggregate_keywords
1030,european_football_2,moderate,aggregate,aggregate_function:COUNT|group_by
1031,european_football_2,challenging,retrieval,no_aggregate_keywords
1032,european_football_2,moderate,aggregate,aggregate_function:MAX|group_by
1033,european_football_2,simple,aggregate,aggregate_function:SUM
1034,european_football_2,simple,retrieval,no_aggregate_keywords
1035,european_football_2,simple,retrieval,no_aggregate_keywords
1036,european_football_2,challenging,aggregate,aggregate_function:SUM
1037,european_football_2,challenging,aggregate,aggregate_function:COUNT
1038,european_football_2,moderate,aggregate,aggregate_function:SUM|group_by
1039,european_football_2,simple,aggregate,aggregate_function:SUM
1040,european_football_2,moderate,aggregate,aggregate_function:SUM|group_by
1041,european_football_2,challenging,aggregate,aggregate_function:SUM
1042,european_football_2,challenging,aggregate,aggregate_function:SUM|group_by|having
1043,european_football_2,simple,retrieval,no_aggregate_keywords
1044,european_football_2,simple,retrieval,no_aggregate_keywords
1045,european_football_2,simple,retrieval,no_aggregate_keywords
1046,european_football_2,moderate,retrieval,no_aggregate_keywords
1047,european_football_2,moderate,retrieval,no_aggregate_keywords
1048,european_football_2,simple,retrieval,no_aggregate_keywords
